Fingerprint Sensor,Item_name,Warranty Period(Days),RAM type,Screen Size,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Label of Model,Label number
1,MSI GE72MVR 7RG Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,2029,,
1,Acer Aspire A315-51 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.1,447,,
1,Dell Inspiron 5577 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,1249.26,,
1,Dell Inspiron 7567 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62,899,,
0,Lenovo V110-15IKB (i5-20U/4GB/128GB/W10) Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,498,,
0,MSI GE73VR 7RE Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8,1890,,
0,HP EliteBook 840 Ultrabook,1,DDR2,14,Intel Core i5 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1082,,
1,HP 15-BS103nv (i5-8250U/6GB/256GB/Radeon Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,6,256GB SSD,AMD Radeon 520,Windows 10,1.91,619,,
1,Lenovo Yoga 520-14IKB 2 in 1 Convertible,1,DDR2,14,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.74,629,,
1,Asus ZenBook Flip 2 in 1 Convertible,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1315,,
0,Dell Inspiron 5579 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56,1049,,
0,Toshiba Satellite Pro Notebook,1,DDR2,15.6,Intel Core i3 6006U 2.2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,447,,
1,Asus X555BP-XX180T (A9-9420/4GB/1TB/Radeon Notebook,1,DDR2,15.6,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows 10,2.03,403,,
1,Acer Aspire A517-51G Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Nvidia GeForce MX150,Windows 10,3,805,,
1,Dell Inspiron 3576 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 520,Windows 10,2.13,728,,
1,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1079,,
1,Acer Aspire A315-31 Notebook,3,DDR2,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows 10,2.1,348,,
1,MSI GE63VR 7RE Gaming,3,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4,1799,,
1,Acer Aspire 3 Notebook,3,DDR2,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Windows 10,2.1,363.51,,
1,Dell Inspiron 5577 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,,
1,Acer Aspire A517-51G Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,Windows 10,3,854,,
1,HP ProBook 430 Notebook,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49,754,,
0,Huawei MateBook X Ultrabook,1,DDR2,13,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1349,,
0,HP 17-bs001nv (i5-20U/6GB/2TB/Radeon Notebook,1,DDR2,17.3,Intel Core i5 20U 2.5GHz,6,2TB HDD,AMD Radeon 520,Windows 10,2.71,699,,
0,Lenovo IdeaPad 320-15AST Notebook,1,DDR2,15.6,AMD A6-Series 9220 2.9GHz,4,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2,309,,
0,Toshiba Satellite Pro Notebook,1,DDR2,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2,489,,
0,HP ProBook 470 Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5,923,,
0,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,459,,
0,Acer Aspire A315-51 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,449,,
0,MSI GT80S 6QF-074US Gaming,1,DDR2,18.4,Intel Core i7 6920HQ 2.9GHz,32,512GB SSD + 1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4,2799,,
0,Lenovo V310-15IKB (i5-20U/8GB/1TB Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,128GB SSD + 1TB HDD,AMD R17M-M1-70,Windows 10,1.9,813,,
0,HP Spectre x360 2 in 1 Convertible,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29,1499,,
0,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD + 2TB HDD,AMD Radeon 530,Linux,2.02,1049,,
0,Dell XPS 13 Ultrabook,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23,1399,,
0,Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,DDR2,13.9,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,1849,,
0,Toshiba Satellite Pro Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,2,793,,
0,Xiaomi Mi Notebook Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,No OS,1.95,1199,,
0,Dell Inspiron 7773 Notebook,1,DDR2,17.3,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Nvidia GeForce 150MX,Windows 10,2.77,1549,,
0,Dell XPS 15 Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2397,,
0,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4,779,,
0,Acer Swift 7 Ultrabook,1,DDR2,13.3,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Windows 10,1.12,989,,
0,Dell Inspiron 5770 Notebook,1,DDR2,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Windows 10,2.8,1085,,
0,Lenovo Thinkpad Yoga 2 in 1 Convertible,1,DDR2,14,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows 10,1.42,2824,,
0,Vero K147 (N3350/4GB/32GB/FHD/W10) Notebook,1,DDR2,14,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.3,260,,
0,Xiaomi Mi Notebook Ultrabook,1,DDR2,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Nvidia GeForce MX150,No OS,1.3,999.9,,
0,Lenovo IdeaPad 320-17IKBR Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,No OS,2.8,698,,
0,Dell Inspiron 5379 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,Windows 10,1.62,839,,
0,HP ProBook 470 Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5,914,,
0,Razer Blade Pro Gaming,1,DDR2,17.3,Intel Core i7 7820HK 2.9GHz,32,1TB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,6099,,
0,HP ProBook 430 Notebook,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,959,,
0,HP Omen 17-W295 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,1379,,
0,HP Probook 470 Notebook,1,DDR2,17.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5,1045,,
0,Dell Inspiron 7577 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.65,1845,,
0,Lenovo V110-15ISK (i5-6200U/4GB/128GB/W10) Notebook,1,DDR2,15.6,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,493,,
0,Acer Aspire E5-576G Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,742,,
0,Lenovo Legion Y2-15IKB Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1749,,
0,Dell Precision 7520 Workstation,1,DDR2,15.6,Intel Xeon E3-1505M V6 3GHz,16,256GB SSD + 1TB HDD,Nvidia Quadro M1200,Windows 10,2.8,3055,,
0,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4,1398,,
0,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i3 7100U 2.4GHz,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,439,,
0,Dell XPS 13 Ultrabook,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1949,,
0,Dell XPS 13 Ultrabook,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1449,,
0,Lenovo IdeaPad 320-15IKBN Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,597,,
0,Acer Aspire 7 Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,779,,
0,Asus ROG GL703VD-GC028T Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,1407,,
0,HP 15-bs018nq (i3-6006U/4GB/500GB/FHD/No Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,No OS,2.1,349,,
0,Lenovo IdeaPad 320-15IKBN Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,No OS,2.2,549,,
0,Huawei MateBook X Ultrabook,1,DDR2,13,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,1499,,
0,Dell Inspiron 5370 Ultrabook,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 530,Windows 10,1.4,931.88,,
0,Lenovo IdeaPad 320-17IKB Notebook,1,DDR2,17.3,Intel Core i5 20U 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8,589,,
0,HP Probook 440 Notebook,1,?,14,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.63,1031,,
0,Dell Latitude 5490 Ultrabook,1,DDR2,14,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,1149,,
0,Dell Inspiron 5379 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.62,1279,,
0,Dell Inspiron 3576 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 520,Linux,2.2,677.35,,
0,Lenovo Yoga 520-14IKB 2 in 1 Convertible,1,DDR2,14,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.74,899,,
0,Toshiba Portege Z30-C-16L Ultrabook,1,DDR2,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1363,,
0,HP ProBook 450 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1,794,,
0,Dell Alienware 17 Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,2456.34,,
0,Acer Aspire E5-576G Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2,832,,
0,Dell Inspiron 5567 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,16,1TB HDD,AMD Radeon R7 M445,Windows 10,2.3,859.01,,
0,Asus Vivobook X541UV-DM1217T Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX,Windows 10,2,769,,
0,Asus K756UX-T4340T (i5-20U/8GB/500GB Notebook,1,DDR2,17.3,Intel Core i5 20U 2.5GHz,8,256GB SSD + 500GB HDD,Nvidia GeForce GTX 950M,Windows 10,2.69,891,,
0,HP ZBook 15u Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD FirePro W4190M,Windows 10,1.9,1269,,
0,Asus Pro P2540UA-XO0198T Notebook,1,?,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,398.99,,
0,HP 15-rb013nv (E2-9000e/4GB/500GB/W10) Notebook,1,?,15.6,AMD E-Series 9000e 1.5GHz,4,500GB HDD,AMD Radeon R2,Windows 10,2.1,330,,
0,Lenovo Legion Y2-15IKB Gaming,1,?,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1499,,
0,Dell Vostro 5468 Notebook,1,?,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,859,,
0,Acer Aspire R7 2 in 1 Convertible,1,?,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,689,,
0,Dell Inspiron 5567 Notebook,1,?,15.6,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Linux,2.36,899,,
1,Acer Aspire A315-51 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Linux,2.1,390,,
1,Asus X555QG-DM242T (A10-9620P/4GB/1TB Notebook,1,DDR2,15.6,AMD A10-Series A10-9620P 2.5GHz,4,128GB SSD + 1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,575,,
0,Asus ROG G703VI-E5062T Gaming,1,DDR2,17.3,Intel Core i7 7820HK 2.9GHz,32,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.7,3890,,
0,Acer Nitro AN515-51 Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,846,,
0,Lenovo IdeaPad 320-15ISK Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,8,128GB SSD,Intel HD Graphics 520,Windows 10,2.2,589,,
0,Asus VivoBook Pro Notebook,1,DDR2,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce 150MX,Windows 10,2.1,1145,,
0,Asus F756UX-T4201D (i7-7500U/8GB/128GB Notebook,0,DDR2,17.3,Intel Core i7 7500U 2.7GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 950M,No OS,2.69,889,,
0,Dell Inspiron 5577 Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,879,,
0,Lenovo Yoga 910-13IKB 2 in 1 Convertible,1,DDR2,13.9,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,1079,,
0,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 2TB HDD,AMD Radeon 530,Windows 10,2.2,985,,
0,HP 15-bs015dx (i5-20U/8GB/1TB/W10) Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,559,,
0,Asus Rog G701VIK-BA060T Gaming,1,DDR2,17.3,Intel Core i7 7820HK 2.9GHz,16,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6,2999,,
0,HP ProBook 430 Notebook,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49,675,,
0,Apple MacBook Pro Ultrabook,1,DDR2,13.3,Intel Core i5 3.1GHz,8,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37,2040,,
0,Dell Inspiron 5579 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,Windows 10,2.08,819,,
0,Asus ROG G752VSK-GC493T Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,1799,,
0,Asus X505BP-BR019T (A9-9420/4GB/1TB/Radeon Notebook,1,DDR2,15.6,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,Windows 10,1.68,469,,
0,Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,DDR2,13.9,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.37,1849,,
0,Acer Aspire 5 Notebook,1,DDR2,17.3,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,Windows 10,3,702,,
0,Dell Vostro 5370 Ultrabook,1,DDR2,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.41,949,,
0,HP 15-BW094nd (A6-9220/8GB/128GB/W10) Notebook,1,DDR2,15.6,AMD A6-Series A6-9220 2.5GHz,8,128GB SSD,AMD Radeon R4 Graphics,Windows 10,1.91,445.9,,
0,HP Envy 17-U275cl Notebook,1,DDR2,17.3,Intel Core i7 8550U 1.8GHz,16,1TB HDD,Nvidia GeForce MX150,Windows 10,2.9,1059,,
0,MSI GT73EVR 7RE Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,2499,,
0,Lenovo Yoga 2-15IKB 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GTX 1050M,Windows 10,2,1699,,
0,Dell Inspiron 5770 Notebook,1,DDR2,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Windows 10,2.8,1142,,
0,Lenovo IdeaPad 320-15ISK Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,256GB SSD,Intel HD Graphics 520,No OS,2.2,444,,
0,HP ProBook 450 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.1,722,,
0,Dell Vostro 3568 Notebook,1,?,15.6,Intel Core i5 20U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,657,,
0,Dell Inspiron 3567 Notebook,1,?,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,AMD Radeon R5 M430,Windows 10,2.24,565,,
0,Dell Inspiron 5579 2 in 1 Convertible,1,?,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.67,799,,
0,Asus ZenBook Flip 2 in 1 Convertible,1,?,13.3,Intel Core i7 8550U 1.8GHz,8,512GB SSD + 512GB SSD,Intel UHD Graphics 620,Windows 10,1.1,1499,,
0,Lenovo IdeaPad 320-15IKBN Notebook,1,?,15.6,Intel Core i5 20U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,No OS,2.2,467,,
0,HP Probook 470 Notebook,1,?,17.3,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5,1018,,
0,Lenovo V330-15IKB (i7-8550U/8GB/256GB/FHD/W10) Notebook,1,?,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,880,,
0,Apple MacBook Pro Ultrabook,1,DDR2,13.3,Intel Core i5 2.9GHz,8,512GB SSD,Intel Iris Graphics 550,macOS,1.37,1958.9,,
0,Asus Rog Strix Gaming,1,DDR2,17.3,AMD Ryzen 1700 3GHz,16,256GB SSD + 1TB HDD,AMD Radeon RX 580,Windows 10,3.2,1549,,
0,Dell Inspiron 3576 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 520,Linux,2.14,735.07,,
0,Lenovo ThinkPad X1 2 in 1 Convertible,1,DDR2,14,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,2499,,
0,Toshiba Satellite Pro Notebook,1,DDR2,15.6,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2,812,,
0,Dell Inspiron 5567 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,713.07,,
0,Dell Inspiron 5770 Notebook,3,DDR2,17.3,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Linux,2.8,1099,,
0,Acer Aspire A515-51G Notebook,2,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,745,,
0,Lenovo IdeaPad 320-17ISK Notebook,2,DDR2,17.3,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.8,489,,
0,Lenovo IdeaPad 320-17IKBR Notebook,2,DDR2,17.3,Intel Core i7 8550U 1.8GHz,8,2TB HDD,Nvidia GeForce MX150,No OS,2.8,849,,
0,Lenovo IdeaPad 320-17IKB Notebook,2,DDR2,17.3,Intel Core i7 7500U 2.7GHz,6,128GB SSD + 1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,859,,
0,Dell Inspiron 3567 Notebook,2,DDR2,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M430,Linux,2.25,428,,
0,Lenovo Legion Y520-15IKBN Gaming,2,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,829,,
0,Lenovo Ideapad 320-15IKBN Notebook,2,DDR2,15.6,Intel Core i5 20U 2.5GHz,6,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,579,,
0,Acer Aspire A517-51G Notebook,2,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce MX150,Windows 10,3,951,,
0,Acer SP315-51 (i7-7500U/12GB/1TB/FHD/W10) Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.15,659,,
0,Lenovo Thinkpad T570 Notebook,2,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,1.95,1097,,
0,Asus VivoBook S15 Ultrabook,2,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,977,,
0,Lenovo Legion Y520-15IKBN Gaming,2,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1179,,
0,Lenovo IdeaPad 320-15IKB Notebook,1,?,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,659.01,,
0,Acer Chromebook C910-C2ST Notebook,1,?,15.6,Intel Celeron Dual Core 3205U 1.5GHz,2,16GB SSD,Intel HD Graphics,Chrome OS,2.19,199,,
0,Asus FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce Gaming,1,?,17.3,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3,1187,,
0,HP 17-BS037cl (i3-6006U/8GB/1TB/W10) Notebook,1,DDR2,17.3,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.54,489,,
0,Dell XPS 15 Notebook,1,?,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2,1829,,
0,Lenovo V330-15IKB (i5-8250U/8GB/256GB/FHD/W10) Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,739,,
0,Lenovo Legion Y2-15IKB Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1299,,
0,Acer Aspire A715-71G Notebook,1,?,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,979,,
0,Dell Precision 72 Workstation,1,?,17.3,Intel Core i7 7820HQ 2.9GHz,16,256GB SSD,Nvidia Quadro M1200,Windows 10,3.42,2884.86,,
0,Lenovo IdeaPad 310-15ABR Notebook,1,?,15.6,AMD A10-Series 9600P 2.4GHz,6,1TB HDD,AMD Radeon R5 430,Windows 10,2.4,499,,
0,Asus ZenBook UX530UQ-PRO Ultrabook,1,?,15.6,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,1468,,
0,Asus VivoBook S14 Notebook,1,?,14,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.3,509,,
